"year","state_abbr","state_name","population","violent_crime","homicide","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","rape"
1996,"SD","South Dakota",732000,1297,9,138,850,20443,4077,15532,834,300
1996,"TN","Tennessee",5320000,41175,503,11902,26295,248729,61896,152405,34428,2475
1996,"TX","Texas",19128000,123270,1477,32804,80613,968732,204390,659414,104928,8376
1996,"UT","Utah",2e+06,6638,63,1377,4362,113079,16965,87542,8572,836
1996,"VA","Virginia",6675000,22782,500,8181,12318,242100,39255,184237,18608,1783
1996,"VT","Vermont",589000,714,11,91,453,16973,3964,12124,885,159
1996,"WA","Washington",5533000,23857,255,6587,14187,303111,58512,215706,28893,2828
1996,"WI","Wisconsin",5160000,13039,204,4982,6767,184143,30356,135941,17846,1086
1996,"WV","West Virginia",1826000,3836,69,737,2672,41510,9979,28300,3231,358
1996,"WY","Wyoming",481000,1201,16,98,947,19261,3184,15408,669,140
1997,"AK","Alaska",609000,4270,54,648,3165,27840,4276,20780,2784,403
1997,"AL","Alabama",4319000,24379,426,6931,15626,186809,43786,127616,15407,1396
1997,"AR","Arkansas",2523000,13293,250,2814,9131,105759,25568,72253,7938,1098
1997,"AZ","Arizona",4555000,28411,375,7547,18997,299323,60077,195045,44201,1492
1997,"CA","California",32268000,257582,2579,81468,163346,1312367,299240,784405,228722,10189
1997,"CO","Colorado",3893000,14139,157,3242,9063,166902,30994,119801,16107,1677
1997,"CT","Connecticut",3270000,12781,124,4999,6918,117505,24143,78821,14541,740
1997,"DC","District of Columbia",529000,10708,301,4501,5688,41341,6963,26809,7569,218
1997,"DE","Delaware",732000,5753,22,1783,3520,36578,6421,25904,4253,428
1997,"FL","Florida",14654000,149996,1012,40459,100926,915613,213926,594492,107195,7599
1997,"GA","Georgia",7486000,45408,563,15473,27044,388155,81320,262263,44572,2328
1997,"HI","Hawaii",1187000,3299,47,1403,1478,68193,12741,48984,6468,371
1997,"IA","Iowa",2852000,8841,52,1593,6617,99986,22003,71301,6682,579
1997,"ID","Idaho",1210000,3107,39,237,2481,44388,9175,32784,2429,350
1997,"IL","Illinois",11896000,102476,1096,33123,63842,509113,103550,350140,55423,4415
1997,"IN","Indiana",5864000,30179,430,7763,20058,231723,48182,158442,25099,1928
1997,"KS","Kansas",2595000,11151,150,2535,7287,122553,24292,91823,6438,1179
1997,"KY","Kentucky",3908000,12386,228,3546,7308,109819,26638,73487,9694,1304
1997,"LA","Louisiana",4352000,37248,682,10407,24360,243423,53935,163114,26374,1799
1997,"MA","Massachusetts",6118000,39411,119,6676,30969,185437,40491,115494,29452,1647
1997,"MD","Maryland",5094000,43127,502,17157,23654,244842,47918,166256,30668,1814
1997,"ME","Maine",1242000,1500,25,257,964,37396,8241,27513,1642,254
1997,"MI","Michigan",9774000,57663,759,14934,36900,422916,80726,276863,65327,5070
1997,"MN","Minnesota",4686000,15827,129,5373,7879,191006,35265,137872,17869,2446
1997,"MO","Missouri",5402000,31192,426,8430,20811,228889,46900,155472,26517,1525
1997,"MS","Mississippi",2731000,12808,358,3741,7644,113644,32429,71887,9328,1065
1997,"MT","Montana",879000,1161,42,179,769,37592,5002,30411,2179,171
1997,"NC","North Carolina",7425000,45071,614,12817,29292,362672,100002,238228,24442,2348
1997,"ND","North Dakota",641000,559,6,41,353,16821,2300,13367,1154,159
1997,"NE","Nebraska",1657000,7265,50,1097,5712,63717,9813,48363,5541,406
1997,"NH","New Hampshire",1173000,1328,16,274,643,29635,4612,23430,1593,395
1997,"NJ","New Jersey",8053000,39673,337,16957,20650,287038,60894,184979,41165,1729
1997,"NM","New Mexico",1730000,14762,134,2966,10790,104721,25126,67188,12407,872
1997,"NV","Nevada",1677000,13395,187,5071,7132,88307,21975,53112,13220,1005
1997,"NY","New York",18137000,124890,1093,56094,63628,584438,118306,386435,79697,4075
1997,"OH","Ohio",11186000,48706,523,17755,25862,455799,94972,315908,45419,4566
1997,"OK","Oklahoma",3317000,18560,229,3446,13368,163698,40015,109039,14644,1517
1997,"OR","Oregon",3243000,14412,95,3811,9200,188916,33507,136129,19280,1306
1997,"PA","Pennsylvania",12020000,53140,705,18788,30358,359323,68218,246892,44213,3289
1997,"RI","Rhode Island",987000,3292,25,707,2197,32777,7083,21499,4195,363
1997,"SC","South Carolina",3760000,37235,314,6624,28460,193402,46322,131325,15755,1837
1997,"SD","South Dakota",738000,1457,10,172,918,22491,4088,17545,858,357
1997,"TN","Tennessee",5368000,42389,511,11487,27335,253484,62899,156843,33742,3056
1997,"TX","Texas",19439000,117126,1327,30522,77266,948231,201059,645451,101721,8011
1997,"UT","Utah",2059000,6878,50,1408,4443,116569,18335,89090,9144,977
1997,"VA","Virginia",6734000,23249,488,8384,12558,237773,38475,180406,18892,1819
1997,"VT","Vermont",589000,705,9,79,461,15953,3611,11542,800,156
1997,"WA","Washington",5610000,24724,244,6734,14864,307742,62064,213823,31855,2885
1997,"WI","Wisconsin",5170000,13988,205,5214,7521,176145,29503,131002,15640,1048
1997,"WV","West Virginia",1816000,3971,75,782,2759,40868,10647,26934,3287,355
1997,"WY","Wyoming",480000,1225,17,85,986,18843,2998,15198,647,137
1998,"AK","Alaska",614000,4015,41,532,3021,25316,4098,18611,2607,421
1998,"AL","Alabama",4352000,22286,354,5698,14791,177779,41965,120943,14871,1443
1998,"AR","Arkansas",2538000,12442,201,2442,8906,96271,23559,65525,7187,893
1998,"AZ","Arizona",4669000,26984,376,7715,17442,280001,56473,183137,40391,1451
1998,"CA","California",32667000,229883,2171,68782,149148,1188791,269012,724262,195517,9782
1998,"CO","Colorado",3971000,15008,183,3238,9704,163189,31231,115871,16087,1883
1998,"CT","Connecticut",3274000,11993,135,4379,6751,111978,21801,77472,12705,728
1998,"DC","District of Columbia",523000,8988,260,3606,4932,37222,6361,24360,6501,190
1998,"DE","Delaware",744000,5672,21,1445,3707,34230,6395,24649,3186,499
1998,"FL","Florida",14916000,140016,967,36198,95447,887107,203105,579752,104250,7404
1998,"GA","Georgia",7642000,43762,618,14308,26514,373717,75720,255459,42538,2322
1998,"HI","Hawaii",1193000,2946,24,1225,1345,60677,11169,43914,5594,352
1998,"IA","Iowa",2862000,8916,54,1456,6678,91272,19282,66016,5974,728
1998,"ID","Idaho",1229000,3468,36,264,2782,42185,8518,31385,2282,386
1998,"IL","Illinois",12045000,97291,1008,29927,62261,487915,97792,337191,52932,4095
1998,"IN","Indiana",5899000,25423,454,6561,16456,220529,46552,152790,21187,1952
1998,"KS","Kansas",2629000,10972,173,2287,7384,117114,24984,85329,6801,1128
1998,"KY","Kentucky",3936000,12909,237,3468,8097,109721,27998,71971,9752,1107
1998,"LA","Louisiana",4369000,34057,560,8651,23237,232378,51210,157507,23661,1609
1998,"MA","Massachusetts",6147000,38192,124,5938,30443,173011,37333,109275,26403,1687
1998,"MD","Maryland",5135000,40903,513,15339,23337,234624,47393,159019,28212,1714
1998,"ME","Maine",1244000,1566,26,263,1052,36261,8295,26457,1509,225
1998,"MI","Michigan",9817000,60947,721,15293,39987,398773,82249,258186,58338,4946
1998,"MN","Minnesota",4725000,14656,121,4371,7806,176541,32486,128689,15366,2358
1998,"MO","Missouri",5439000,30222,399,8116,20244,232284,47455,160363,24466,1463
1998,"MS","Mississippi",2752000,11302,315,3394,6567,109345,31498,68525,9322,1026
1998,"MT","Montana",880000,1797,18,232,1312,36564,4575,29940,2049,235
1998,"NC","North Carolina",7546000,43723,612,12133,28667,357892,99951,233325,24616,2311
1998,"ND","North Dakota",638000,570,7,65,286,16535,2274,13134,1127,212
1998,"NE","Nebraska",1663000,7507,51,1290,5749,65752,10544,49420,5788,417
1998,"NH","New Hampshire",1185000,1270,18,255,597,27405,3852,22079,1474,400
1998,"NJ","New Jersey",8115000,35720,325,15109,18663,260810,54459,171166,35185,1623
1998,"NM","New Mexico",1737000,16700,190,2839,12714,100011,24213,65031,10767,957
1998,"NV","Nevada",1747000,11244,170,4453,5710,81006,19873,47367,13766,911
1998,"NY","New York",18175000,115915,924,49125,62023,536287,104821,363295,68171,3843
1998,"OH","Ohio",11209000,40628,443,14960,20682,444438,90805,310612,43021,4543
1998,"OK","Oklahoma",3347000,18053,204,3078,13258,149426,38268,97593,13565,1513
1998,"OR","Oregon",3282000,13778,126,3452,8893,171545,30442,123841,17262,1307
1998,"PA","Pennsylvania",12001000,50470,633,19787,26827,342318,63777,235873,42668,3223
1998,"RI","Rhode Island",988000,3084,24,659,2050,31672,6452,21391,3829,351
1998,"SC","South Carolina",3836000,34647,306,5943,26645,186960,44600,126412,15948,1753
1998,"SD","South Dakota",738000,1139,10,149,722,18227,3458,14006,763,258
1998,"TN","Tennessee",5431000,38832,460,9667,26220,234588,58432,148057,28099,2485
1998,"TX","Texas",19760000,111566,1346,28677,73630,898496,194883,606967,96646,7913
1998,"UT","Utah",2100000,6599,65,1385,4274,109025,17070,84255,7700,875
1998,"VA","Virginia",6791000,22115,422,7171,12712,226461,38094,170012,18355,1810
1998,"VT","Vermont",591000,628,13,56,396,17924,3966,13084,874,163
1998,"WA","Washington",5689000,24380,224,6577,14839,309419,60446,213773,35200,2740
1998,"WI","Wisconsin",5224000,13009,190,4474,7308,172084,29740,128134,14210,1037
1998,"WV","West Virginia",1811000,4503,78,676,3410,41627,11110,27127,3390,339
1998,"WY","Wyoming",481000,1191,23,78,957,17124,2696,13759,669,133
1999,"AK","Alaska",619500,3908,52,566,2773,23099,3787,16654,2658,517
1999,"AL","Alabama",4369862,21421,345,5297,14266,171398,38648,119616,13134,1513
1999,"AR","Arkansas",2551373,10848,143,2024,7971,92283,21692,63927,6664,710
1999,"AZ","Arizona",4778332,26334,384,7288,17279,255401,49423,167731,38247,1383
1999,"CA","California",33145121,207879,2005,60039,136472,1053285,223814,660991,168480,9363
1999,"CO","Colorado",4056133,13811,185,3056,8891,151002,26979,109228,14795,1679
1999,"CT","Connecticut",3282031,11342,107,4054,6527,99894,19298,69299,11297,654
1999,"DC","District of Columbia",519000,8448,241,3344,4615,33420,5067,21701,6652,248
1999,"DE","Delaware",753538,5534,24,1492,3489,30922,5245,22634,3043,529
1999,"FL","Florida",15111244,129044,859,31969,89226,808674,181378,534105,93191,6990
1999,"GA","Georgia",7788240,41585,583,12962,25721,359383,71429,247834,40120,2319
1999,"HI","Hawaii",1185497,2785,44,1044,1343,54539,9421,40458,4660,354
1999,"IA","Iowa",2869413,8034,43,1051,6160,84463,17012,62316,5135,780
1999,"ID","Idaho",1251700,3066,25,223,2401,36363,7641,26824,1898,417
1999,"IL","Illinois",12128370,83621,939,26365,52020,463939,86317,320954,56668,4297
1999,"IN","Indiana",5942901,22261,391,6496,13767,201547,42463,138794,20290,1607
1999,"KS","Kansas",2654052,10159,160,2047,6887,107644,21874,79722,6048,1065
1999,"KY","Kentucky",3960825,12212,203,3104,7757,104768,25180,70719,8869,1148
1999,"LA","Louisiana",4372035,32033,468,7591,22526,219219,47775,149749,21695,1448
1999,"MA","Massachusetts",6175169,34023,122,5931,26307,167437,32964,108845,25628,1663
1999,"MD","Maryland",5171634,38447,465,13636,22795,215973,43230,147296,25447,1551
1999,"ME","Maine",1253040,1404,25,243,897,34618,7532,25392,1694,239
1999,"MI","Michigan",9863775,56709,695,14103,37062,369887,76736,236351,56800,4849
1999,"MN","Minnesota",4775508,13085,134,3917,6996,158717,27706,117736,13275,2038
1999,"MO","Missouri",5468338,27353,359,7149,18406,223010,42476,157550,22984,1439
1999,"MS","Mississippi",2768619,9671,213,3091,5211,108560,29109,65919,13532,1156
1999,"MT","Montana",882779,2090,22,239,1536,29103,3876,23353,1874,293
1999,"NC","North Carolina",7650789,41474,552,12087,26680,354497,98457,230463,25577,2155
1999,"ND","North Dakota",633666,424,10,56,216,14748,2337,11375,1036,142
1999,"NE","Nebraska",1666028,7167,60,1264,5429,61277,10158,45679,5440,414
1999,"NH","New Hampshire",1201134,1159,18,257,539,26247,3698,21195,1354,345
1999,"NJ","New Jersey",8143412,33540,287,14243,17601,243333,46998,160978,35357,1409
1999,"NM","New Mexico",1739844,14520,170,2579,10827,89220,21481,59613,8126,944
1999,"NV","Nevada",1809253,10311,165,4209,4994,73874,17613,43167,13094,943
1999,"NY","New York",18196601,107147,903,43821,58860,489596,93217,338118,58261,3563
1999,"OH","Ohio",11256654,35616,397,14405,16685,414264,87023,288049,39192,4129
1999,"OK","Oklahoma",3358044,17066,231,2785,12675,140220,34472,93616,12132,1375
1999,"OR","Oregon",3316154,12432,88,2858,8267,153434,26749,113052,13633,1219
1999,"PA","Pennsylvania",11994016,50431,592,18670,27890,323021,56037,227750,39234,3279
1999,"RI","Rhode Island",990819,2840,36,788,1625,32657,6341,22284,4032,391
1999,"SC","South Carolina",3885736,32920,258,5760,25315,173987,39630,119912,14445,1587
1999,"SD","South Dakota",733133,1227,18,103,770,18159,3255,14043,861,336
1999,"TN","Tennessee",5483535,38111,391,8598,26707,219302,51362,142685,25255,2415
1999,"TX","Texas",20044141,112306,1217,29405,74070,896261,190362,613862,92037,7614
1999,"UT","Utah",2129836,5869,44,1158,3861,100130,14592,78156,7382,806
1999,"VA","Virginia",6872912,21626,392,6947,12567,210260,32411,159896,17953,1720
1999,"VT","Vermont",593740,676,17,65,458,16059,3537,11610,912,136
1999,"WA","Washington",5756361,21716,171,5808,13026,280793,54652,192334,33807,2711
1999,"WI","Wisconsin",5250446,12908,179,4449,7225,160154,25633,120702,13819,1055
1999,"WV","West Virginia",1806928,6336,79,661,5259,42825,10303,28760,3762,337
1999,"WY","Wyoming",479602,1115,11,74,893,15468,2349,12523,596,137
2000,"AK","Alaska",626932,3554,27,490,2540,23087,3899,16838,2350,497
2000,"AL","Alabama",4447100,21620,329,5702,14107,180539,40331,127399,12809,1482
2000,"AR","Arkansas",2673400,11904,168,2001,8887,98115,21443,69740,6932,848
2000,"AZ","Arizona",5130632,27281,359,7504,17841,271811,51902,176705,43204,1577
2000,"CA","California",33871648,210531,2079,60249,138418,1056183,222293,651855,182035,9785
2000,"CO","Colorado",4301261,14367,134,3034,9425,156937,27133,112843,16961,1774
2000,"CT","Connecticut",3405565,11058,98,3832,6450,99033,17436,68498,13099,678
2000,"DC","District of Columbia",572059,8626,239,3554,4582,33000,4745,21655,6600,251
2000,"DE","Delaware",783600,5363,25,1394,3520,29727,5216,21360,3151,424
2000,"FL","Florida",15982378,129777,903,31809,90008,780377,172898,518298,89181,7057
2000,"GA","Georgia",8186453,41319,651,13250,25450,347630,68488,240440,38702,1968
2000,"HI","Hawaii",1211537,2954,35,1123,1450,60033,10665,43254,6114,346
2000,"IA","Iowa",2926324,7796,46,1071,6003,86834,16342,65118,5374,676
2000,"ID","Idaho",1293953,3267,16,223,2644,37961,7330,28545,2086,384
2000,"IL","Illinois",12419293,81196,898,25641,50731,445278,81850,313161,50267,3926
2000,"IN","Indiana",6080485,21230,352,6282,12837,206905,41108,144707,21090,1759
2000,"KS","Kansas",2688418,10470,169,2048,7231,108057,21484,80077,6496,1022
2000,"KY","Kentucky",4041769,11903,193,3256,7363,107723,25308,73141,9274,1091
2000,"LA","Louisiana",4468976,30440,560,7532,20851,211904,46289,144345,21270,1497
2000,"MA","Massachusetts",6349097,30230,125,5815,22594,161901,30600,105425,25876,1696
2000,"MD","Maryland",5296486,41663,430,13560,26130,213422,39426,145423,28573,1543
2000,"ME","Maine",1274923,1397,15,247,815,32003,6775,23906,1322,320
2000,"MI","Michigan",9938444,55159,669,13712,35753,353297,69790,227783,55724,5025
2000,"MN","Minnesota",4919479,13813,151,3713,7709,157798,26116,118250,13432,2240
2000,"MO","Missouri",5595211,27419,347,7598,18123,225919,41685,159539,24695,1351
2000,"MS","Mississippi",2844658,10267,255,2703,6290,103644,26918,69758,6968,1019
2000,"MT","Montana",902195,2807,20,203,2276,32198,3624,26678,1896,308
2000,"NC","North Carolina",8049313,40051,560,12595,24715,355921,97888,232767,25266,2181
2000,"ND","North Dakota",642200,523,4,56,294,14171,2093,11092,986,169
2000,"NE","Nebraska",1711263,5606,63,1147,3960,64479,10131,49118,5230,436
2000,"NH","New Hampshire",1235786,2167,22,453,1170,27901,4992,20761,2148,522
2000,"NJ","New Jersey",8414350,32298,289,13553,17099,233637,43924,155562,34151,1357
2000,"NM","New Mexico",1819046,13786,135,2499,10230,86605,21339,57925,7341,922
2000,"NV","Nevada",1998257,10474,129,4543,4942,74823,17526,44125,13172,860
2000,"NY","New York",18976457,105111,952,40539,60090,483078,87946,340901,54231,3530
2000,"OH","Ohio",11353140,37935,418,15610,17636,420939,88636,293277,39026,4271
2000,"OK","Oklahoma",3450654,17177,182,2615,12958,140125,31661,96116,12348,1422
2000,"OR","Oregon",3421399,12000,70,2888,7756,153780,25618,114230,13932,1286
2000,"PA","Pennsylvania",12281054,51584,602,18155,29580,316274,54080,225869,36325,3247
2000,"RI","Rhode Island",1048319,3121,45,922,1742,33323,6620,22038,4665,412
2000,"SC","South Carolina",4012012,33225,291,6220,25054,181290,40319,125385,15586,1660
2000,"SD","South Dakota",754844,1259,7,131,816,16252,2896,12558,798,305
2000,"TN","Tennessee",5689283,40233,410,9465,28172,237985,56344,154111,27530,2186
2000,"TX","Texas",20851820,113653,1238,30257,74302,919658,188975,637522,93161,7856
2000,"UT","Utah",2233169,5711,43,1242,3563,94247,14348,73438,6461,863
2000,"VA","Virginia",7078515,19943,401,6295,11631,194405,30434,146158,17813,1616
2000,"VT","Vermont",608827,691,9,117,425,17494,3501,13184,809,140
2000,"WA","Washington",5894121,21788,196,5812,13043,279144,53476,190650,35018,2737
2000,"WI","Wisconsin",5363675,12700,169,4537,6829,159424,25183,119605,14636,1165
2000,"WV","West Virginia",1808344,5723,46,749,4597,41344,9890,28139,3315,331
2000,"WY","Wyoming",493782,1316,12,70,1074,14969,2078,12318,573,160
2001,"AK","Alaska",633630,3735,39,514,2681,23160,3847,16695,2618,501
2001,"AL","Alabama",4468912,19582,379,5584,12250,173253,40642,119992,12619,1369
2001,"AR","Arkansas",2694698,12190,148,2181,8969,99106,22196,69590,7320,892
2001,"AZ","Arizona",5306966,28675,400,8868,17889,293874,54821,186850,52203,1518
2001,"CA","California",34600463,212867,2206,64614,136087,1134189,232273,697739,204177,9960
2001,"CO","Colorado",4430989,15492,158,3555,9849,170887,28533,121360,20994,1930
2001,"CT","Connecticut",3434602,11492,105,4183,6565,95299,17159,65762,12378,639
2001,"DC","District of Columbia",573822,9195,231,3780,5003,35232,4949,22313,7970,181
2001,"DE","Delaware",796599,4868,23,1156,3269,27399,5144,19476,2779,420
2001,"FL","Florida",16373330,130713,874,32867,90331,782517,176052,516548,89917,6641
2001,"GA","Georgia",8405677,41671,598,14402,24491,347872,71799,238484,37589,2180
2001,"HI","Hawaii",1227024,3117,32,1142,1534,62830,11162,44925,6743,409
2001,"IA","Iowa",2931967,7865,50,1154,6012,88634,16885,66244,5505,649
2001,"ID","Idaho",1320585,3211,30,245,2511,38181,7507,28285,2389,425
2001,"IL","Illinois",12520227,79270,982,24931,49347,434648,79158,306757,48733,4010
2001,"IN","Indiana",6126743,22734,413,7171,13434,211548,42758,147291,21499,1716
2001,"KS","Kansas",2702125,10909,92,2423,7449,105537,20514,77038,7985,945
2001,"KY","Kentucky",4068816,10510,181,3269,6009,107356,26964,71448,8944,1051
2001,"LA","Louisiana",4470368,30678,501,7864,20910,207693,46451,139555,21687,1403
2001,"MA","Massachusetts",6401164,30585,143,6476,22110,167079,32430,106821,27828,1856
2001,"MD","Maryland",5386079,42088,446,13525,26668,219512,41553,145934,32025,1449
2001,"ME","Maine",1284470,1435,19,264,826,33154,6898,24585,1671,326
2001,"MI","Michigan",10006266,55424,672,12937,36551,352353,72038,226708,53607,5264
